report_month,serial_no,project_code,state,approval_date,start_date,target_doc,revised_doc,physical_progress
2025-12,110,618337,Manipur,2020-04,2020-07,2022-06,2023-02,5.0
2025-12,75,618339,Assam,2023-03,2024-02,2026-08,2023-02,3.0
2025-12,76,618340,Assam,2023-02,2024-01,2026-07,2021-11,37.0
2025-12,132,618341,Mizoram,2019-02,2023-06,2025-03,2019-09,1.0
2025-12,133,618342,Mizoram,2024-04,2025-03,2019-09,2020-03,6.0
2025-12,134,618343,Mizoram,2019-09,2019-10,2023-04,2024-09,4.0
2025-12,102,618344,Manipur,2021-02,2021-06,2022-12,2023-02,2.0
2025-12,103,618345,Manipur,2021-07,2021-09,2023-03,2025-12,2.0
2025-12,104,618346,Manipur,2021-03,2021-06,2022-12,2025-12,1.0
2025-12,105,618347,Manipur,2021-09,2021-11,2023-05,2025-04,7.0
2025-12,85,618351,Assam,2016-01,2023-01,2025-08,2025-01,9.0
2025-12,9,618352,Assam,2016-01,2024-10,2025-09,2020-02,8.0
2025-12,87,618353,Assam,2020-02,2020-09,2024-09,2024-10,7.0
2025-12,88,618354,Arunachal Pradesh,2022-03,2023-01,2024-07,2022-03,3.0
2025-12,98,618355,Manipur,2019-05,2020-12,2028-09,2028-12,3.0
2025-12,99,618356,Manipur,2023-03,2024-03,2026-03,2021-09,5.0
2025-12,100,618357,Manipur,2021-09,2023-07,2025-01,2025-03,6.0
2025-12,101,618358,Manipur,2021-02,2021-06,2022-12,2023-08,3.0
2025-12,89,618359,Arunachal Pradesh,2022-03,2023-01,2024-07,2022-03,27.65
2025-12,130,618362,Mizoram,2019-09,2019-10,2023-04,2019-09,74.95
2025-12,131,618363,Mizoram,2019-09,2019-10,2023-04,2024-11,2.0
2025-12,146,618364,Nagaland,2020-07,2023-11,2026-11,2020-03,2.0
2025-12,147,618365,Nagaland,2020-03,2023-11,2025-11,2020-03,2.0
2025-12,148,618366,Nagaland,2025-11,2020-03,2024-01,2026-01,17.384
2025-12,164,618368,Tripura,2021-10,2022-05,2024-05,2025-01,2.0
2025-12,165,618369,Tripura,2023-03,2024-03,2027-03,2023-01,1.0
2025-12,166,618370,Meghalaya,2023-01,2023-05,2024-11,2025-12,4.0
2025-12,90,618371,Arunachal Pradesh,2023-03,2023-08,2025-08,2023-03,2.0
2025-12,91,618372,Arunachal Pradesh,2023-03,2023-08,2025-08,2023-03,4.0
2025-12,92,618373,Arunachal Pradesh,2023-03,2023-08,2025-08,2023-12,2.0
2025-12,116,618374,Meghalaya,2021-03,2021-07,2023-01,2025-06,4.0
2025-12,117,618375,Meghalaya,2021-07,2023-01,2025-06,2020-09,2.0
2025-12,118,618376,Meghalaya,2020-09,2020-10,2022-04,2025-07,1.0
2025-12,119,618377,Meghalaya,2020-08,2022-02,2023-08,2024-07,1.0
2025-12,124,618379,Meghalaya,2020-07,2023-10,2025-10,2021-09,3.0
2025-12,125,618380,Meghalaya,2021-09,2022-05,2024-05,2025-06,6.0
2025-12,126,618381,Meghalaya,2023-03,2024-09,2026-09,2023-03,7.0
2025-12,127,618382,Meghalaya,2023-03,2024-09,2026-09,2023-03,8.0
2025-12,128,618383,Meghalaya,2024-09,2026-09,2023-03,2024-09,4.0
2025-12,129,618384,Meghalaya,2023-03,2024-09,2026-09,2019-09,37.42
2025-12,162,618385,Tripura,2020-07,2020-10,2023-04,2025-02,2.0
2025-12,163,618386,Tripura,2020-07,2020-10,2022-05,2025-04,3.0
2025-12,93,618387,Arunachal Pradesh,2023-12,2024-03,2026-03,2023-03,3.0
2025-12,94,618388,Meghalaya,2023-03,2024-09,2025-08,2022-03,4.0
2025-12,95,618389,Meghalaya,2022-03,2024-11,2026-11,2022-03,40.0
2025-12,1321,618390,Uttar Pradesh,2021-03,2022-09,2024-09,2018-02,7.0
2025-12,1322,618391,Uttarakhand,2018-02,2018-05,2020-05,2021-02,1.0
2025-12,1323,618393,Uttarakhand,2017-03,2018-02,2020-02,2021-07,59.697
2025-12,920,618394,Jammu and Kashmir,2022-02,2022-06,2024-06,2022-03,2.0
2025-12,921,618395,Jammu and Kashmir,2022-03,2023-09,2025-09,2022-03,1.0
2025-12,922,618396,Jammu and Kashmir,2023-04,2025-04,2021-03,2022-12,8.73
2025-12,923,618398,Jammu and Kashmir,2021-03,2022-12,2024-12,2022-08,4.0
2025-12,924,618399,Jammu and Kashmir,2022-03,2023-04,2026-04,2020-07,3.0
2025-12,925,618400,Jammu and Kashmir,2021-03,2021-08,2023-03,2025-07,3.0
2025-12,926,618406,Jammu and Kashmir,2021-03,2021-08,2023-03,2025-07,0.0
2025-12,927,618407,Jammu and Kashmir,2021-02,2021-03,2021-09,2024-10,0.0
2025-12,985,618408,Kerala,2021-06,2022-09,2025-01,2025-10,30.0
2025-12,986,618409,Kerala,2021-06,2022-09,2025-02,2025-11,26.96
2025-12,987,618410,Kerala,2021-06,2022-09,2025-02,2025-11,2.0
2025-12,161,618411,Tripura,2020-10,2020-12,2023-12,2025-09,2.0
2025-12,770,618412,Andhra Pradesh,2016-08,2017-01,2018-07,2021-12,0.0
2025-12,149,618413,Nagaland,2020-03,2024-01,2026-01,2020-06,19.433
2025-12,150,618414,Nagaland,2020-06,2024-06,2026-06,2021-02,13.45
2025-12,96,618415,Meghalaya,2022-03,2023-01,2025-06,2019-05,22.34
2025-12,97,618416,Meghalaya,2022-03,2023-01,2025-06,2019-05,2.0
2025-12,160,618417,Tripura,2020-10,2020-12,2023-12,2025-09,13.2
2025-12,120,618418,Meghalaya,2020-07,2024-05,2026-11,2027-11,44.0
2025-12,121,618419,Meghalaya,2020-07,2024-04,2026-04,2026-07,44.0
2025-12,122,618420,Meghalaya,2020-07,2024-02,2026-08,2026-07,0.0
2025-12,123,618421,Meghalaya,2020-07,2023-10,2025-10,2021-09,5.0
2025-12,151,618422,Nagaland,2021-03,2022-07,2024-07,2025-03,2.0
2025-12,152,618423,Nagaland,2022-12,2023-08,2026-02,2022-12,52.0
2025-12,55,618424,Arunachal Pradesh,2018-09,2022-01,2024-05,2018-09,3.0
2025-12,1326,618427,Uttarakhand,2018-03,2018-07,2022-07,2026-06,96.254
2025-12,1327,618429,Uttarakhand,2023-12,2024-06,2025-12,2023-12,13.0
2025-12,1328,618430,West Bengal,2023-12,2024-06,2025-12,2016-08,25.6
2025-12,1329,618431,West Bengal,2022-03,2023-03,2025-09,2020-06,0.0
2025-12,56,618432,Arunachal Pradesh,2025-09,2025-09,2029-06,2016-09,7.0
2025-12,57,618433,Arunachal Pradesh,2013-03,2007-12,2026-12,2029-06,58.0
2025-12,58,618434,Arunachal Pradesh,2011-02,2023-03,2025-03,2026-05,19.0
2025-12,77,618435,Assam,2023-01,2023-11,2025-11,2021-09,52.0
2025-12,78,618436,Assam,2021-09,2022-07,2024-07,2025-03,37.0
2025-12,79,618437,Assam,2018-03,2019-11,2022-11,2024-08,37.0
2025-12,80,618438,Assam,2018-03,2019-11,2022-11,2024-08,11.0
2025-12,81,618441,Assam,2023-01,2023-12,2026-12,2023-01,82.0
2025-12,153,618446,Nagaland,2022-12,2023-08,2026-02,2022-12,2.0
2025-12,154,618447,Nagaland,2026-02,2021-02,2023-06,2025-06,2.0
2025-12,155,618448,Nagaland,2021-03,2023-09,2025-09,2018-03,37.6
2025-12,156,618449,Nagaland,2018-03,2023-08,2025-08,2020-10,58.84
2025-12,157,618450,Sikkim,2020-10,2021-05,2024-05,2025-02,23.316
2025-12,82,618455,Assam,2023-01,2023-05,2025-09,2016-01,27.0
2025-12,1194,618456,Rajasthan,2021-12,2022-05,2024-05,2025-06,10.0
2025-12,1195,618457,Rajasthan,2021-12,2022-05,2024-05,2025-06,12.0
2025-12,1196,618458,Rajasthan,2022-02,2023-09,2025-09,2022-03,6.0
2025-12,887,618459,Chhattisgarh,2022-05,2022-09,2024-03,2025-08,28.0
2025-12,888,618460,Chhattisgarh,2022-05,2022-09,2024-03,2025-08,30.0
2025-12,889,618461,Gujarat,2021-10,2023-10,2025-02,2020-07,31.0
2025-12,890,618462,Gujarat,2025-09,2023-04,2024-04,2026-04,84.0
2025-12,891,618463,Gujarat,2023-03,2024-06,2026-06,2022-09,61.0
2025-12,892,618465,Gujarat,2022-09,2023-12,2025-12,2020-09,22.0
2025-12,1037,618468,Maharashtra,2018-03,2018-06,2019-12,2023-03,50.7
2025-12,1038,618469,Maharashtra,2023-03,2024-01,2025-07,2023-02,20.2
2025-12,1039,618470,Maharashtra,2023-02,2023-11,2025-05,2018-03,43.0
2025-12,1040,618471,Maharashtra,2023-02,2023-11,2025-05,2018-03,69.8
2025-12,1041,618472,Maharashtra,2018-03,2022-01,2024-01,2023-02,79.783
2025-12,1042,618473,Maharashtra,2018-03,2022-01,2024-01,2023-02,91.0
2025-12,771,618475,Andhra Pradesh,2020-04,2023-11,2025-11,2020-08,81.0
2025-12,772,618476,Andhra Pradesh,2020-08,2022-10,2024-10,2020-08,47.881
2025-12,1097,618477,Andhra Pradesh,2019-09,2019-10,2023-04,2024-11,96.04
2025-12,1208,618478,Tamil Nadu,2021-01,2021-02,2024-02,2025-11,90.0
2025-12,1209,618479,Tamil Nadu,2021-01,2021-02,2024-02,2025-11,4.0
2025-12,1210,618481,Tamil Nadu,2020-10,2020-12,2023-12,2025-09,71.015
2025-12,903,618484,Gujarat,2020-05,2021-12,2023-12,2024-10,79.0
2025-12,904,618485,Gujarat,2020-02,2021-08,2023-08,2024-01,2.0
2025-12,1166,618487,Odisha,2023-03,2023-12,2025-12,2023-03,5.0
2025-12,1167,618488,Odisha,2023-03,2023-12,2025-12,2022-04,5.0
2025-12,1168,618489,Odisha,2017-10,2018-12,2021-06,2024-12,0.0
2025-12,1169,618490,Punjab,2022-03,2023-10,2025-04,2021-03,97.0
2025-12,1170,618491,Punjab,2020-12,2022-07,2024-07,2020-12,54.0
2025-12,1171,618492,Punjab,2020-12,2023-03,2025-03,2020-12,25.0
2025-12,1172,618493,Punjab,2020-12,2022-07,2024-07,2025-09,44.0
2025-12,928,618494,Jammu and Kashmir,2020-07,2020-10,2022-04,2025-06,44.0
2025-12,929,618495,Jammu and Kashmir,2021-03,2021-08,2023-08,2024-11,44.0
2025-12,930,618496,Delhi,2021-03,2021-07,2022-12,2024-10,44.0
2025-12,931,618497,Delhi,2021-03,2021-07,2022-12,2024-10,42.1
2025-12,1287,618498,Uttar Pradesh,2020-04,2022-08,2024-02,2025-02,1.0
2025-12,1288,618499,Uttar Pradesh,2020-04,2022-08,2024-02,2025-02,5.0
2025-12,1289,618500,Uttar Pradesh,2018-07,2021-02,2024-02,2024-07,2.0
2025-12,893,618501,Gujarat,2020-09,2022-12,2024-08,2020-09,48.52
2025-12,894,618502,Gujarat,2020-09,2021-11,2023-11,2025-05,71.06
2025-12,895,618503,Gujarat,2019-11,2021-09,2023-09,2024-06,71.06
2025-12,896,618504,Gujarat,2019-11,2021-05,2023-05,2018-02,3.0
2025-12,1112,618505,Chhattisgarh,2016-10,2020-11,2024-10,2026-12,84.4
2025-12,881,618509,Chhattisgarh,2020-12,2022-03,2023-09,2022-06,9.0
2025-12,1043,618512,Maharashtra,2020-06,2022-05,2024-05,2025-01,48.0
2025-12,1044,618513,Maharashtra,2020-06,2022-02,2024-02,2025-06,48.0
2025-12,1045,618514,Maharashtra,2021-05,2022-11,2024-05,2025-06,70.0
2025-12,1117,618515,Maharashtra,2021-11,2022-12,2024-07,2024-12,48.0
2025-12,1118,618516,Maharashtra,2022-10,2023-06,2025-06,2022-08,75.0
2025-12,964,618517,Karnataka,2022-01,2023-01,2025-01,2022-02,97.0
2025-12,1119,618519,Maharashtra,2022-08,2022-12,2024-06,2022-06,1.0
2025-12,1211,618521,Tamil Nadu,2020-07,2020-10,2023-04,2025-02,29.96
2025-12,1155,618523,Odisha,2022-03,2023-06,2025-06,2022-01,5.0
2025-12,773,618527,Andhra Pradesh,2020-08,2022-07,2024-07,2025-06,71.0
2025-12,1290,618529,Uttar Pradesh,2020-04,2022-09,2024-03,2024-05,23.325
2025-12,1106,618530,Andhra Pradesh,2021-02,2023-10,2025-10,2021-01,1.0
2025-12,1102,618531,Andhra Pradesh,2019-09,2019-10,2023-04,2024-09,2.0
2025-12,1103,618532,Andhra Pradesh,2024-03,2025-04,2020-10,2022-05,98.0
2025-12,1115,618533,Maharashtra,2022-01,2022-11,2024-05,2026-03,32.0
2025-12,1291,618537,Uttar Pradesh,2020-04,2022-07,2024-07,2025-12,19.0
2025-12,932,618541,Delhi,2018-03,2019-07,2021-07,2022-05,44.0
2025-12,933,618543,Delhi,2021-10,2022-09,2024-09,2026-02,44.0
2025-12,934,618544,Delhi,2021-09,2022-09,2024-09,2026-03,44.0
2025-12,935,618545,,2022-12,2023-11,2025-11,2021-03,44.0
2025-12,936,618546,,2021-03,2021-08,2024-02,2025-10,66.609
2025-12,937,618547,,2021-07,2022-08,2025-08,2026-06,57.568
2025-12,938,618548,,2021-07,2022-02,2024-06,2025-05,99.0
2025-12,939,618549,,2021-07,2022-02,2024-06,2025-05,74.1
2025-12,940,618550,Jharkhand,2021-07,2022-02,2024-08,2021-09,75.0
2025-12,1173,618552,Haryana,2020-12,2022-07,2024-07,2025-09,54.0
2025-12,1292,618553,Uttar Pradesh,2020-04,2022-07,2024-07,2025-12,7.772
2025-12,1293,618554,Uttar Pradesh,2020-04,2022-11,2024-11,2021-12,3.0
2025-12,1046,618555,Maharashtra,2021-05,2022-11,2024-05,2025-11,4.0
2025-12,1047,618557,Maharashtra,2021-06,2022-11,2024-10,2025-06,53.0
2025-12,1247,618558,Telangana,2017-01,2017-05,2019-05,2019-05,44.0
2025-12,1248,618559,Telangana,2019-05,2017-03,2017-11,2019-10,44.0
2025-12,1249,618560,Telangana,2017-03,2017-11,2019-10,2019-10,0.0
2025-12,1212,618563,Tamil Nadu,2020-07,2020-10,2023-04,2025-02,66.0
2025-12,1294,618565,Uttar Pradesh,2021-12,2022-11,2025-05,2021-12,28.0
2025-12,1295,618566,Uttar Pradesh,2021-12,2023-02,2025-07,2021-09,4.0
2025-12,851,618569,Bihar,2022-01,2024-09,2026-03,2022-02,27.0
2025-12,852,618570,Bihar,2023-06,2024-12,2022-01,2024-10,80.0
2025-12,853,618571,Bihar,2019-02,2021-03,2024-09,2025-01,23.0
2025-12,83,618575,Assam,2015-03,2016-12,2019-06,2025-03,27.0
2025-12,84,618576,Assam,2016-01,2024-09,2025-08,2016-01,10.0
2025-12,882,618578,Chhattisgarh,2022-06,2023-07,2025-07,2022-06,66.0
2025-12,905,618580,Gujarat,2020-02,2021-03,2023-03,2024-12,32.337
2025-12,1120,618581,Maharashtra,2022-06,2023-05,2025-05,2025-12,1.0
2025-12,1048,618588,Maharashtra,2021-09,2023-01,2025-07,2017-11,42.3
2025-12,875,618589,Chhattisgarh,2019-09,2020-11,2022-11,2025-05,92.23
2025-12,876,618590,Chhattisgarh,2019-02,2020-02,2023-08,2018-01,1.0
2025-12,1049,618594,Maharashtra,2017-11,2019-02,2022-02,2025-08,43.0
2025-12,971,618595,Karnataka,2021-12,2023-03,2025-09,2022-02,66.0
2025-12,972,618596,Karnataka,2022-02,2022-12,2025-06,2026-05,66.0
2025-12,973,618597,Karnataka,2020-12,2021-11,2023-11,2026-04,6.0
2025-12,974,618598,Karnataka,2021-11,2023-11,2026-04,2018-03,66.0
2025-12,975,618599,Karnataka,2018-03,2020-12,2022-12,2025-12,66.0
2025-12,976,618600,Karnataka,2019-01,2021-10,2023-10,2024-10,17.0
2025-12,977,618601,Karnataka,2021-03,2022-10,2024-10,2026-06,17.0
2025-12,978,618602,Kerala,2020-06,2021-10,2024-04,2020-08,17.0
2025-12,979,618603,Kerala,2020-08,2021-11,2024-05,2025-08,64.0
2025-12,980,618604,Kerala,2020-10,2021-10,2024-07,2020-03,81.0
2025-12,981,618605,Kerala,2020-03,2020-12,2022-06,2024-02,65.0
2025-12,982,618606,Kerala,2022-06,2024-02,2021-01,2022-01,61.0
2025-12,983,618607,Kerala,2021-01,2022-01,2024-07,2025-03,2.0
2025-12,1213,618608,Tamil Nadu,2022-03,2024-09,2026-08,2021-01,96.04
2025-12,1174,618610,Haryana,2021-03,2022-11,2024-11,2021-03,1.0
2025-12,1197,618612,Rajasthan,2022-02,2023-09,2025-09,2022-03,7.0
2025-12,1198,618613,Rajasthan,2022-02,2023-09,2025-09,2022-03,5.0
2025-12,897,618614,Gujarat,2021-05,2023-05,2018-02,2019-11,4.0
2025-12,898,618615,Gujarat,2018-02,2019-11,2021-10,2025-04,65.478
2025-12,1175,618617,Haryana,2021-03,2022-11,2024-11,2021-03,3.0
2025-12,1176,618618,Haryana,2021-03,2024-01,2025-12,2021-12,1.0
2025-12,995,618621,Madhya Pradesh,2022-01,2023-09,2025-09,2022-03,82.66
2025-12,996,618622,Madhya Pradesh,2022-03,2023-05,2025-05,2022-03,4.0
2025-12,965,618630,Karnataka,2022-02,2022-11,2024-05,2021-01,48.0
2025-12,1121,618632,Maharashtra,2022-03,2023-09,2025-09,2010-08,89.09
2025-12,1098,618634,Andhra Pradesh,2019-09,2019-12,2023-06,2025-03,43.8
2025-12,1214,618635,Tamil Nadu,2021-01,2022-07,2024-07,2020-12,36.0
2025-12,1109,618637,Chhattisgarh,2021-06,2022-03,2024-03,2025-04,2.0
2025-12,944,618642,Jharkhand,2017-12,2018-01,2021-01,2023-10,53.6
2025-12,945,618644,Jharkhand,2023-10,2022-11,2023-06,2025-06,1.0
2025-12,946,618645,Jharkhand,2022-11,2023-06,2025-06,2026-03,75.0
2025-12,1177,618647,Haryana,2021-12,2023-04,2026-04,2021-03,43.32
2025-12,997,618654,Madhya Pradesh,2022-03,2023-02,2025-02,2025-07,59.476
2025-12,998,618663,Madhya Pradesh,2022-03,2023-02,2025-02,2025-07,44.0
2025-12,999,618664,Madhya Pradesh,2022-03,2023-06,2024-12,2022-03,4.0
2025-12,1000,618665,Madhya Pradesh,2022-03,2023-10,2025-10,2021-12,26.903
2025-12,877,618673,Chhattisgarh,2018-01,2019-11,2021-11,2018-03,2.0
2025-12,878,618674,Chhattisgarh,2018-03,2019-01,2021-01,2021-01,99.5
2025-12,879,618675,Chhattisgarh,2017-11,2019-05,2020-11,2020-03,21.0
2025-12,1107,618676,Andhra Pradesh,2021-01,2022-09,2024-10,2025-09,4.0
2025-12,1156,618677,Odisha,2022-03,2023-06,2025-06,2022-01,6.0
2025-12,1157,618678,Odisha,2022-01,2023-05,2025-04,2022-02,8.0
2025-12,1158,618680,Odisha,2022-02,2023-05,2024-11,2025-07,0.0
2025-12,1,618681,Andhra Pradesh,2019-09,2019-10,2023-04,2019-09,90.0
2025-12,1296,618689,Uttar Pradesh,2017-12,2019-02,2022-02,2025-06,2.0
2025-12,1050,618693,Maharashtra,2017-11,2019-02,2022-02,2025-08,67.14
2025-12,1001,618694,Madhya Pradesh,2021-12,2023-04,2024-10,2025-02,95.0
2025-12,1002,618695,Madhya Pradesh,2025-01,2021-01,2022-04,2024-04,45.0
2025-12,774,618700,Andhra Pradesh,2020-08,2022-07,2024-07,2025-06,1.0
2025-12,1003,618701,Madhya Pradesh,2022-11,2023-10,2025-10,2026-03,41.4
2025-12,966,618702,Karnataka,2022-03,2023-01,2024-07,2022-01,69.0
2025-12,984,618708,Kerala,2021-06,2022-09,2025-01,2025-10,50.0
2025-12,1297,618710,Uttar Pradesh,2023-01,2023-12,2026-06,2022-01,45.5
2025-12,1125,618711,Maharashtra,2022-01,2022-10,2025-04,2026-10,14.49
2025-12,775,618712,Andhra Pradesh,2020-08,2021-09,2023-09,2024-09,6.0
2025-12,776,618713,Andhra Pradesh,2020-08,2021-03,2023-03,2024-03,5.0
2025-12,777,618714,Andhra Pradesh,2018-01,2020-10,2026-09,2027-12,4.0
2025-12,778,618715,Andhra Pradesh,2021-02,2023-06,2025-06,2026-06,3.0
2025-12,779,618716,Andhra Pradesh,2020-11,2022-10,2024-10,2020-01,2.0
2025-12,780,618717,Andhra Pradesh,2020-01,2021-07,2024-01,2020-03,8.0
2025-12,781,618719,Andhra Pradesh,2020-03,2022-01,2024-01,2024-10,7.0
2025-12,782,618720,Andhra Pradesh,2023-01,2024-02,2026-02,2023-02,11.0
2025-12,783,618721,Andhra Pradesh,2023-02,2024-02,2026-02,2022-02,4.0
2025-12,1298,618722,Uttar Pradesh,2022-01,2023-02,2025-02,2022-07,58.0
2025-12,1113,618723,Chhattisgarh,2021-02,2022-03,2024-03,2025-12,75.0
2025-12,1004,618735,Madhya Pradesh,2022-09,2023-12,2025-12,2026-05,75.7
2025-12,854,618738,Bihar,2018-09,2021-06,2024-06,2026-03,55.002
2025-12,855,618739,Bihar,2020-07,2023-05,2027-05,2024-01,55.002
2025-12,856,618740,Bihar,2024-01,2024-05,2027-11,2021-11,4.0
2025-12,857,618741,Bihar,2024-01,2024-05,2027-11,2021-11,23.0
2025-12,1215,618744,Tamil Nadu,2020-12,2022-08,2024-07,2025-03,71.6
2025-12,1216,618745,Tamil Nadu,2021-02,2022-07,2024-07,2018-08,12.9
2025-12,1250,618746,Telangana,2022-01,2022-12,2024-12,2025-04,29.4
2025-12,1101,618747,Andhra Pradesh,2019-09,2019-10,2023-04,2024-09,1.0
2025-12,784,618748,Andhra Pradesh,2023-01,2024-02,2026-02,2022-12,4.0
2025-12,785,618749,Andhra Pradesh,2024-03,2026-03,2023-01,2024-03,71.0
2025-12,1005,618751,Madhya Pradesh,2022-02,2022-11,2024-11,2025-08,53.0
2025-12,1217,618756,Tamil Nadu,2018-08,2019-02,2021-02,2025-04,9.7
2025-12,1110,618760,Chhattisgarh,2016-10,2020-11,2024-10,2026-12,72.0
2025-12,1299,618761,Uttar Pradesh,2022-07,2023-03,2024-09,2023-03,4.0
2025-12,1178,618764,Haryana,2021-12,2023-04,2026-04,2021-03,3.0
2025-12,1300,618770,Uttar Pradesh,2023-03,2023-09,2025-03,2025-08,4.0
2025-12,1099,618771,Andhra Pradesh,2019-09,2020-10,2024-04,2025-03,61.38
2025-12,1100,618772,Andhra Pradesh,2019-09,2020-03,2023-09,2025-05,4.0
2025-12,858,618774,Bihar,2021-11,2022-07,2024-01,2021-10,4.0
2025-12,786,618777,Andhra Pradesh,2024-03,2026-03,2023-02,2024-02,71.0
2025-12,787,618778,Andhra Pradesh,2023-02,2024-02,2026-02,2023-02,16.0
2025-12,859,618779,Bihar,2024-01,2021-10,2022-03,2024-08,78.0
2025-12,1179,618785,Haryana,2021-03,2023-01,2025-01,2026-03,6.0
2025-12,899,618787,Gujarat,2018-02,2019-11,2021-10,2025-04,8.0
2025-12,1180,618789,Punjab,2020-05,2023-08,2025-08,2021-03,98.0
2025-12,1181,618794,Punjab,2021-03,2022-11,2024-11,2025-09,71.496
2025-12,1182,618795,Punjab,2022-11,2024-11,2025-09,2021-03,1.0
2025-12,1199,618796,Rajasthan,2022-03,2023-02,2024-07,2025-03,62.0
2025-12,1301,618798,Uttar Pradesh,2023-02,2024-01,2026-01,2021-10,4.0
2025-12,967,618799,Karnataka,2022-03,2023-01,2024-07,2022-01,4.0
2025-12,1218,618800,Tamil Nadu,2018-12,2020-03,2022-03,2025-08,1.0
2025-12,1219,618801,Tamil Nadu,2022-11,2023-08,2025-08,2026-04,83.0
2025-12,788,618803,Andhra Pradesh,2023-02,2024-02,2026-02,2026-07,18.0
2025-12,789,618804,Andhra Pradesh,2023-02,2024-02,2026-02,2026-07,19.3
2025-12,790,618807,Andhra Pradesh,2020-11,2022-09,2024-09,2025-05,1.0
2025-12,1183,618809,Punjab,2021-03,2024-06,2026-06,2021-06,69.1
2025-12,1184,618810,Punjab,2021-06,2023-09,2025-09,2020-05,54.0
2025-12,1159,618819,Odisha,2021-03,2022-03,2024-03,2021-11,3.0
2025-12,1160,618820,Odisha,2021-11,2023-06,2024-12,2022-03,2.0
2025-12,1161,618821,Odisha,2022-03,2024-02,2026-02,2014-11,53.0
2025-12,1330,618825,West Bengal,2020-06,2020-10,2023-04,2025-10,32.0
2025-12,791,618826,Andhra Pradesh,2022-09,2024-09,2025-05,2020-12,2.0
2025-12,792,618827,Andhra Pradesh,2020-12,2022-09,2024-09,2025-06,2.0
2025-12,1114,618828,Maharashtra,2022-01,2022-11,2024-05,2026-03,90.0
2025-12,947,618829,Jharkhand,2022-06,2022-12,2024-06,2025-05,75.0
2025-12,948,618830,Jharkhand,2022-12,2024-06,2025-05,2022-01,93.0
2025-12,900,618833,Gujarat,2020-07,2021-11,2023-11,2025-03,51.0
2025-12,901,618834,Gujarat,2020-05,2022-01,2024-01,2024-10,8.0
2025-12,902,618835,Gujarat,2020-05,2022-01,2024-01,2020-05,100.0
2025-12,1051,618836,Maharashtra,2017-11,2019-02,2022-02,2025-08,4.0
2025-12,1052,618837,Maharashtra,2021-12,2023-01,2025-01,2026-04,62.9
2025-12,1200,618838,Rajasthan,2022-03,2023-10,2025-04,2026-06,23.316
2025-12,860,618839,Bihar,2021-10,2022-03,2024-08,2022-04,100.0
2025-12,861,618840,Bihar,2022-04,2023-12,2025-12,2022-09,31.0
2025-12,862,618841,Bihar,2022-04,2023-12,2025-12,2022-09,54.405
2025-12,1123,618845,Maharashtra,2018-03,2019-12,2022-08,2025-12,98.0
2025-12,1124,618847,Maharashtra,2021-11,2022-10,2025-04,2025-12,2.0
2025-12,880,618849,Chhattisgarh,2020-03,2022-05,2024-05,2020-12,0.7
2025-12,913,618850,Himachal Pradesh,2020-08,2021-09,2023-09,2024-11,21.0
2025-12,914,618852,Himachal Pradesh,2021-03,2023-07,2026-06,2021-03,72.0
2025-12,1302,618854,Uttar Pradesh,2026-01,2021-10,2022-10,2024-04,88.75
2025-12,1303,618855,Uttar Pradesh,2021-10,2022-10,2024-04,2025-01,2.0
2025-12,1304,618856,Uttar Pradesh,2020-09,2021-05,2023-11,2024-08,4.0
2025-12,1305,618859,Uttar Pradesh,2022-06,2023-05,2025-05,2026-01,32.982
2025-12,863,618861,Bihar,2022-09,2023-09,2027-09,2022-02,90.0
2025-12,1306,618864,Uttar Pradesh,2021-10,2023-02,2025-02,2021-10,1.0
2025-12,1307,618865,Uttar Pradesh,2021-10,2022-10,2024-10,2025-03,42.5
2025-12,915,618878,Himachal Pradesh,2021-03,2023-05,2026-05,2020-08,88.0
2025-12,1308,618883,Uttar Pradesh,2021-02,2022-01,2024-01,2025-06,78.15
2025-12,1309,618884,Uttar Pradesh,2022-03,2023-02,2025-02,2025-09,17.27
2025-12,1310,618885,Uttar Pradesh,2022-09,2023-11,2025-11,2026-04,87.0
2025-12,968,618887,Karnataka,2022-01,2022-12,2024-12,2019-03,4.0
2025-12,916,618888,Himachal Pradesh,2020-08,2022-10,2025-04,2020-08,88.0
2025-12,917,618889,Himachal Pradesh,2020-08,2022-06,2024-12,2016-03,3.0
2025-12,918,618890,Himachal Pradesh,2020-08,2022-06,2024-12,2016-03,5.0
2025-12,83,618894,Tamil Nadu,2022-11,2023-08,2025-08,2026-04,35.822
2025-12,1221,618895,Tamil Nadu,2021-02,2023-01,2025-01,2025-11,45.0
2025-12,969,618896,Karnataka,2019-03,2019-12,2022-12,2021-12,17.0
2025-12,1222,618897,Tamil Nadu,2022-03,2023-02,2025-02,2022-02,44.0
2025-12,864,618902,Bihar,2023-09,2027-09,2022-02,2023-03,85.0
2025-12,865,618903,Bihar,2022-02,2023-03,2024-11,2025-12,89.0
2025-12,866,618904,Bihar,2022-02,2023-07,2025-07,2025-12,83.0
2025-12,1185,618906,Punjab,2022-12,2024-12,2025-08,2021-07,58.245
2025-12,1162,618908,Odisha,2014-11,2019-03,2021-09,2021-09,23.0
2025-12,1116,618909,Maharashtra,2019-12,2020-09,2022-09,2024-06,48.0
2025-12,1331,618910,West Bengal,2020-06,2020-10,2023-04,2025-10,65.0
